Sample	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
C1M_T03_clean_2	82036.0	85215.0	91267.0	100543.0	107690.0	120258.0	124254.0	130717.0	140953.0	144924.0	146155.0	153914.0	146941.0	149260.0	143810.0	129410.0	127508.0	129300.0	146158.0	120020.0	127793.0	114387.0	125308.0	106271.0	106065.0	107455.0	144988.0	294075.0
C1M_T04_clean_1	49959.0	53999.0	57035.0	62718.0	66483.0	77489.0	83468.0	90794.0	91963.0	98987.0	105398.0	108876.0	107311.0	107187.0	108797.0	109395.0	102308.0	96873.0	99480.0	87946.0	96192.0	92422.0	89765.0	81663.0	88758.0	95323.0	141758.0	376822.0
C1M_T04_clean_2	53021.0	57367.0	63265.0	71316.0	78083.0	88970.0	92492.0	99588.0	107423.0	110828.0	112366.0	118893.0	115396.0	116854.0	112157.0	100928.0	99123.0	101000.0	115109.0	94376.0	99610.0	90706.0	100153.0	84804.0	85886.0	88003.0	120401.0	251051.0
C1M_T05_clean_1	53201.0	55932.0	58638.0	64810.0	68642.0	80753.0	88057.0	98882.0	100752.0	109969.0	118666.0	124398.0	124951.0	127021.0	128563.0	130764.0	123905.0	118221.0	122274.0	109770.0	121592.0	116085.0	114780.0	105236.0	115198.0	125837.0	190590.0	536496.0
C1M_T05_clean_2	79504.0	83593.0	90218.0	98098.0	105937.0	118552.0	121665.0	127990.0	137837.0	139594.0	140899.0	147135.0	141662.0	143279.0	135434.0	122005.0	119255.0	121722.0	135133.0	111113.0	117816.0	104745.0	114509.0	96883.0	97105.0	96635.0	128982.0	256683.0
C1M_T10_clean_1	52231.0	54064.0	55708.0	61038.0	63393.0	75400.0	81035.0	91980.0	92482.0	103210.0	110193.0	117695.0	117510.0	120037.0	122424.0	124839.0	118812.0	112396.0	118667.0	105858.0	117905.0	114339.0	112489.0	102433.0	113861.0	123014.0	187680.0	541156.0
C1M_T10_clean_2	53755.0	57696.0	65104.0	74670.0	82753.0	97637.0	101784.0	111995.0	121689.0	127832.0	130169.0	139896.0	135240.0	139210.0	135162.0	121916.0	120953.0	123180.0	140435.0	115909.0	123688.0	111921.0	123631.0	104690.0	105256.0	105845.0	144517.0	295316.0
C1M_T15_clean_1	57748.0	61218.0	64756.0	70583.0	74250.0	88929.0	97035.0	108538.0	110084.0	120454.0	130653.0	136666.0	136795.0	137764.0	140600.0	143625.0	136061.0	129103.0	133424.0	119041.0	133344.0	127087.0	125289.0	114181.0	125708.0	136790.0	207399.0	580410.0
C1M_T15_clean_2	89997.0	93921.0	100701.0	109148.0	115792.0	130024.0	132699.0	140362.0	149732.0	151666.0	152921.0	159795.0	153606.0	154933.0	148307.0	131876.0	130285.0	131615.0	148185.0	120796.0	128421.0	113630.0	125562.0	105690.0	105229.0	104474.0	138886.0	279282.0
C1M_T20_clean_1	59351.0	63463.0	65931.0	73063.0	77377.0	91408.0	100016.0	112314.0	114564.0	126143.0	135868.0	142892.0	142912.0	144003.0	146558.0	150012.0	141078.0	133229.0	137930.0	123822.0	136408.0	131134.0	128733.0	116545.0	128906.0	139342.0	209268.0	573405.0
C1M_T20_clean_2	103972.0	107462.0	115463.0	122648.0	129320.0	142360.0	144312.0	150210.0	160651.0	161476.0	161553.0	166623.0	157732.0	159143.0	151407.0	134595.0	131254.0	132642.0	148204.0	120299.0	126119.0	112751.0	121240.0	101451.0	100992.0	99271.0	129361.0	253164.0
C2I_T01_clean_1	48802.0	51699.0	55091.0	59410.0	62490.0	71923.0	77801.0	83483.0	83611.0	88984.0	92850.0	95392.0	91317.0	90456.0	90372.0	90549.0	83488.0	78044.0	79114.0	69381.0	74851.0	69896.0	67342.0	60479.0	64536.0	67592.0	98123.0	233910.0
C2I_T01_clean_2	57134.0	61209.0	66379.0	72348.0	76634.0	84996.0	86302.0	90177.0	95932.0	96183.0	97415.0	98871.0	94569.0	94714.0	89406.0	79953.0	78178.0	78233.0	87246.0	71179.0	74777.0	66038.0	71402.0	61032.0	59378.0	59355.0	78188.0	153758.0
C2I_T02_clean_1	41479.0	43632.0	45589.0	50695.0	53064.0	62191.0	66643.0	74168.0	74315.0	81164.0	86071.0	90267.0	89846.0	90595.0	91578.0	93699.0	87969.0	83359.0	86265.0	77067.0	84753.0	81035.0	79362.0	72746.0	79913.0	86255.0	130699.0	361047.0
C2I_T02_clean_2	61109.0	65137.0	69866.0	76298.0	81725.0	90243.0	91697.0	95921.0	101838.0	102921.0	103240.0	106212.0	100909.0	101750.0	96156.0	86139.0	83684.0	84235.0	93952.0	76735.0	80397.0	71379.0	77543.0	65172.0	64548.0	64643.0	85287.0	166730.0
C2I_T03_clean_1	37748.0	39652.0	41665.0	45779.0	48193.0	55650.0	60611.0	67142.0	67835.0	73973.0	79175.0	82782.0	81884.0	83190.0	83401.0	84980.0	79138.0	75794.0	78106.0	69432.0	76551.0	73325.0	72063.0	65902.0	72126.0	77621.0	117511.0	323772.0
C2I_T03_clean_2	57439.0	60305.0	64447.0	69348.0	73246.0	80968.0	81868.0	85778.0	91202.0	91663.0	91858.0	94932.0	91298.0	91274.0	87075.0	77364.0	75636.0	77045.0	84991.0	69306.0	72741.0	65178.0	70689.0	59215.0	59290.0	58942.0	78155.0	153748.0
C2I_T04_clean_1	30962.0	33517.0	34936.0	38209.0	39931.0	45257.0	48632.0	52296.0	51746.0	54890.0	57868.0	58794.0	57546.0	56902.0	57485.0	57441.0	53347.0	49853.0	51187.0	45269.0	49226.0	46648.0	45038.0	41170.0	44207.0	46883.0	69398.0	178183.0
C2I_T04_clean_2	33275.0	36139.0	39695.0	43878.0	46957.0	52635.0	53756.0	56777.0	60248.0	61761.0	61609.0	64509.0	61688.0	61971.0	59367.0	52837.0	51568.0	51858.0	58553.0	47333.0	49802.0	45076.0	49021.0	41752.0	41433.0	41854.0	56519.0	114950.0
C2I_T05_clean_1	38533.0	40673.0	42543.0	45870.0	49027.0	55905.0	61421.0	67849.0	68729.0	74101.0	79350.0	82333.0	81617.0	81752.0	83217.0	84306.0	78862.0	74163.0	76390.0	68222.0	75669.0	71993.0	70340.0	63462.0	69701.0	75290.0	113271.0	306630.0
C2I_T05_clean_2	55977.0	59736.0	64663.0	69923.0	74057.0	81882.0	83858.0	87339.0	92954.0	93620.0	92732.0	95364.0	90568.0	91142.0	86378.0	76850.0	75036.0	74907.0	83755.0	68235.0	71133.0	62862.0	67702.0	57136.0	56446.0	54981.0	72812.0	139171.0
C2I_T10_clean_1	38846.0	40480.0	42462.0	46205.0	48630.0	56144.0	61334.0	67556.0	68086.0	74308.0	79254.0	82833.0	82046.0	82230.0	83080.0	84114.0	79760.0	75021.0	77819.0	69575.0	76171.0	73314.0	71576.0	64620.0	71464.0	77473.0	116903.0	323801.0
C2I_T10_clean_2	56250.0	59397.0	63532.0	68674.0	73182.0	80615.0	81461.0	85768.0	91586.0	92100.0	92060.0	95689.0	90764.0	91853.0	86946.0	77782.0	76491.0	77256.0	85914.0	69428.0	73432.0	65576.0	70367.0	59811.0	59067.0	59244.0	77866.0	152994.0
C2I_T15_clean_1	34640.0	35191.0	36313.0	39482.0	41437.0	49719.0	52709.0	59407.0	58600.0	64677.0	67511.0	70600.0	70246.0	70168.0	71899.0	71885.0	68569.0	64286.0	66828.0	58914.0	65859.0	61676.0	60794.0	54341.0	59761.0	62712.0	91702.0	251933.0
C2I_T15_clean_2	32102.0	35620.0	40070.0	46207.0	50899.0	61425.0	63232.0	69602.0	74402.0	77687.0	78511.0	83363.0	79676.0	81351.0	78887.0	70275.0	70067.0	69803.0	78825.0	63956.0	68680.0	60016.0	65603.0	53847.0	54112.0	52185.0	68203.0	133253.0
C2I_T20_clean_1	60752.0	63659.0	67448.0	73814.0	79323.0	94262.0	103708.0	116517.0	118815.0	131776.0	142303.0	151016.0	151636.0	153149.0	157955.0	159740.0	152142.0	143679.0	150938.0	133694.0	148867.0	143574.0	141412.0	131468.0	143464.0	157168.0	238370.0	679231.0
C2I_T20_clean_2	111954.0	115643.0	123459.0	132538.0	140191.0	154869.0	157754.0	164477.0	174529.0	175855.0	176793.0	182288.0	173031.0	173874.0	165468.0	146949.0	144732.0	145218.0	161971.0	130851.0	137781.0	122078.0	131490.0	111212.0	109666.0	108318.0	140870.0	276021.0
C2M_T01_clean_1	64165.0	68638.0	73131.0	81066.0	86206.0	99949.0	107729.0	116665.0	115466.0	122276.0	126709.0	128707.0	122678.0	120018.0	118252.0	118961.0	108529.0	101031.0	100979.0	88463.0	94572.0	86720.0	83244.0	73645.0	78034.0	80630.0	114329.0	253208.0
C2M_T01_clean_2	65440.0	70405.0	76479.0	84347.0	89938.0	101214.0	103553.0	109630.0	116586.0	119549.0	119302.0	125156.0	119538.0	121130.0	116299.0	103548.0	102537.0	103830.0	116224.0	95637.0	100809.0	90079.0	98040.0	82986.0	83496.0	83634.0	111737.0	222877.0
C2M_T02_clean_1	53775.0	56913.0	59930.0	65710.0	69810.0	81667.0	88715.0	98017.0	99517.0	107648.0	115650.0	121667.0	120043.0	121245.0	123057.0	125245.0	116980.0	110663.0	114517.0	101859.0	112187.0	107585.0	104834.0	95584.0	104718.0	112281.0	167629.0	444743.0
C2M_T02_clean_2	71655.0	75750.0	82553.0	91006.0	97874.0	109574.0	111677.0	118218.0	126676.0	128632.0	129744.0	135829.0	130137.0	131368.0	126070.0	113085.0	111287.0	113274.0	127233.0	104341.0	111719.0	99019.0	108548.0	91808.0	91570.0	92376.0	123612.0	247554.0
C2M_T03_clean_1	44230.0	46404.0	48092.0	52931.0	55557.0	67026.0	72021.0	80695.0	81514.0	90052.0	96659.0	100866.0	99849.0	100791.0	103518.0	105290.0	99152.0	93968.0	96868.0	86709.0	96556.0	91553.0	90396.0	82000.0	89497.0	97362.0	145686.0	401444.0
C2M_T03_clean_2	64318.0	66851.0	71419.0	77207.0	82498.0	92272.0	93818.0	99067.0	105951.0	108571.0	109493.0	114347.0	109231.0	110475.0	106706.0	95947.0	94763.0	96582.0	108105.0	88676.0	94032.0	84341.0	91969.0	77608.0	78056.0	78467.0	105221.0	210695.0
C2M_T04_clean_1	41366.0	42253.0	44238.0	48606.0	51120.0	60480.0	63928.0	70862.0	71013.0	76971.0	80941.0	84530.0	83811.0	82606.0	84036.0	85128.0	80347.0	75286.0	78522.0	68961.0	76138.0	71843.0	70989.0	63543.0	69302.0	73460.0	108425.0	290088.0
C2M_T04_clean_2	34227.0	37875.0	42583.0	49493.0	54616.0	65604.0	68044.0	75681.0	81003.0	85354.0	86644.0	93398.0	89382.0	92504.0	89163.0	80012.0	79995.0	80805.0	92669.0	75980.0	82335.0	73762.0	81373.0	68942.0	70206.0	70718.0	96116.0	200309.0
C2M_T05_clean_1	44762.0	45869.0	46729.0	50637.0	53387.0	62766.0	67498.0	76079.0	77466.0	86104.0	92055.0	96818.0	96806.0	98059.0	100066.0	102224.0	96862.0	92027.0	96136.0	85989.0	95342.0	91731.0	90159.0	82242.0	91050.0	98096.0	147370.0	420193.0
C2M_T05_clean_2	50380.0	54786.0	60846.0	68712.0	75265.0	86979.0	90743.0	97724.0	105223.0	109228.0	110483.0	117116.0	112511.0	114814.0	109904.0	98458.0	97624.0	98911.0	111631.0	90737.0	97052.0	86098.0	94702.0	79330.0	79436.0	78818.0	104555.0	202456.0
C2M_T10_clean_1	46699.0	48043.0	49170.0	53592.0	55968.0	66393.0	71042.0	79986.0	80444.0	88924.0	94896.0	101093.0	101118.0	102793.0	104411.0	106610.0	102228.0	95380.0	100726.0	90225.0	100466.0	96719.0	95277.0	86149.0	95762.0	104183.0	157821.0	455765.0
C2M_T10_clean_2	50713.0	53750.0	59306.0	67884.0	74391.0	87871.0	89832.0	98411.0	105676.0	110436.0	112320.0	119987.0	115575.0	119206.0	115145.0	104237.0	102954.0	103977.0	118834.0	97546.0	105096.0	93420.0	103841.0	87247.0	88244.0	88055.0	118104.0	239825.0
C2M_T15_clean_1	54644.0	56815.0	59330.0	65248.0	68983.0	81465.0	87932.0	98786.0	99869.0	109644.0	118253.0	124458.0	123811.0	125083.0	128010.0	129460.0	123153.0	115679.0	121893.0	107900.0	120225.0	115288.0	113728.0	102813.0	114231.0	123955.0	188454.0	525841.0
C2M_T15_clean_2	85463.0	88276.0	93804.0	101925.0	107470.0	120928.0	121785.0	129303.0	137227.0	139854.0	139147.0	145145.0	139564.0	139964.0	134215.0	120042.0	117882.0	118219.0	134354.0	109398.0	116586.0	103019.0	113192.0	93919.0	94507.0	93305.0	123850.0	242608.0
C2M_T20_clean_1	80130.0	83749.0	86799.0	95154.0	100723.0	117824.0	129242.0	145276.0	147876.0	163811.0	177027.0	186112.0	188072.0	189674.0	193616.0	197967.0	186988.0	178676.0	185334.0	165941.0	183728.0	177296.0	175093.0	160525.0	176574.0	193050.0	293155.0	836544.0
C2M_T20_clean_2	136491.0	142117.0	151618.0	163345.0	172492.0	188725.0	193766.0	200400.0	215435.0	217097.0	217168.0	223942.0	213599.0	214581.0	203342.0	181999.0	177380.0	180356.0	202075.0	163480.0	171570.0	153026.0	164900.0	139332.0	137731.0	136854.0	179645.0	353490.0
C3I_T01_clean_1	84312.0	91994.0	99061.0	109830.0	117254.0	136504.0	147763.0	159325.0	158215.0	167444.0	173951.0	175595.0	168404.0	164162.0	162810.0	162484.0	148888.0	137604.0	137733.0	119551.0	128765.0	116851.0	112011.0	99548.0	104657.0	108367.0	154135.0	331552.0
C3I_T01_clean_2	93306.0	100755.0	110784.0	120779.0	130354.0	144997.0	147550.0	154663.0	165041.0	167403.0	167213.0	173380.0	164258.0	165717.0	157978.0	140815.0	138208.0	139603.0	154814.0	126818.0	132637.0	117735.0	128446.0	107835.0	107030.0	105734.0	139585.0	275332.0
C3I_T02_clean_1	77535.0	82011.0	86672.0	96093.0	102274.0	120514.0	132392.0	147462.0	149897.0	165641.0	178569.0	188619.0	187902.0	190915.0	194069.0	198176.0	185114.0	177229.0	184049.0	163460.0	182170.0	175171.0	171782.0	157611.0	171828.0	187348.0	285607.0	779328.0
C3I_T02_clean_2	130926.0	139024.0	150227.0	162820.0	173415.0	190849.0	194448.0	201651.0	216476.0	216928.0	215990.0	222915.0	210538.0	212210.0	201550.0	179540.0	174156.0	176137.0	196623.0	160008.0	166509.0	148953.0	160259.0	134978.0	133217.0	132654.0	174343.0	342094.0
C3I_T03_clean_1	53197.0	56399.0	59216.0	66183.0	69710.0	83441.0	90208.0	102533.0	103515.0	114041.0	121962.0	128769.0	129059.0	130341.0	132503.0	135374.0	127845.0	120515.0	126288.0	112010.0	124448.0	119364.0	117404.0	106765.0	118048.0	127978.0	195474.0	539740.0
C3I_T03_clean_2	99062.0	101818.0	108390.0	116088.0	121898.0	133320.0	133588.0	139252.0	147823.0	147924.0	146389.0	151559.0	143042.0	144004.0	137283.0	121573.0	119278.0	120046.0	133196.0	108267.0	113305.0	101114.0	109540.0	91256.0	90604.0	89417.0	116491.0	226803.0
C3I_T04_clean_1	65434.0	70316.0	75433.0	82324.0	87434.0	101105.0	109488.0	120005.0	121115.0	129995.0	137279.0	142110.0	140572.0	140695.0	140386.0	141963.0	133538.0	125109.0	128975.0	114177.0	125614.0	119027.0	115713.0	105452.0	114649.0	123643.0	184027.0	488272.0
C3I_T04_clean_2	79232.0	85522.0	93769.0	103959.0	112279.0	127416.0	130511.0	138216.0	148208.0	150748.0	151977.0	158937.0	151949.0	153689.0	145943.0	129507.0	127351.0	129037.0	145123.0	118380.0	125298.0	111679.0	122596.0	103466.0	104215.0	105309.0	141114.0	288420.0
C3I_T05_clean_1	57948.0	60498.0	63726.0	69817.0	73917.0	87544.0	96695.0	107775.0	109670.0	120420.0	129168.0	136517.0	136657.0	138252.0	140642.0	142853.0	134966.0	128122.0	132962.0	119080.0	132239.0	126587.0	124978.0	113460.0	125208.0	135771.0	206301.0	579893.0
C3I_T05_clean_2	97319.0	102026.0	109634.0	118379.0	125729.0	138746.0	141476.0	146676.0	157117.0	157213.0	157066.0	161896.0	154453.0	154939.0	147152.0	131164.0	127028.0	129034.0	143759.0	116679.0	121409.0	108386.0	117376.0	98146.0	98132.0	96640.0	127060.0	247032.0
C3I_T10_clean_1	51950.0	53276.0	54776.0	59963.0	62219.0	72795.0	78787.0	89258.0	89706.0	99079.0	107434.0	114612.0	115758.0	117256.0	120431.0	122282.0	117082.0	109816.0	115794.0	103231.0	116403.0	111919.0	110667.0	100285.0	112411.0	122614.0	188471.0	554959.0
C3I_T10_clean_2	58513.0	63286.0	70880.0	80786.0	89743.0	104895.0	108187.0	116894.0	127396.0	131639.0	134060.0	142700.0	136258.0	139761.0	134675.0	120517.0	118825.0	120813.0	136344.0	111873.0	118807.0	105835.0	115869.0	98196.0	97886.0	98317.0	129919.0	260360.0
C3I_T15_clean_1	75958.0	78786.0	82622.0	91357.0	96013.0	113984.0	123630.0	138627.0	141068.0	153966.0	166333.0	175808.0	175769.0	177732.0	180353.0	183873.0	173880.0	165015.0	170632.0	152131.0	168946.0	163233.0	160016.0	146252.0	161210.0	176014.0	266291.0	744127.0
C3I_T15_clean_2	118123.0	125005.0	135689.0	148472.0	158650.0	176234.0	179800.0	187670.0	201178.0	201840.0	202889.0	209159.0	199683.0	201507.0	190448.0	169469.0	165394.0	167655.0	187346.0	151354.0	159430.0	141301.0	154027.0	128301.0	126793.0	126871.0	164935.0	324403.0
C3I_T20_clean_1	59617.0	62821.0	66548.0	73041.0	78094.0	90684.0	99930.0	110301.0	111768.0	121148.0	129453.0	135390.0	132146.0	132663.0	134271.0	135739.0	126093.0	120365.0	123415.0	109660.0	119432.0	112628.0	109272.0	99815.0	108098.0	114986.0	168943.0	429214.0
C3I_T20_clean_2	77583.0	83160.0	90408.0	98083.0	106002.0	117859.0	122285.0	127638.0	137130.0	139820.0	141404.0	147357.0	140322.0	141874.0	136344.0	121806.0	119509.0	121670.0	136259.0	111338.0	117943.0	105201.0	113836.0	95955.0	95460.0	95328.0	125860.0	248101.0
C3M_T01_clean_1	99402.0	115289.0	128674.0	143185.0	153368.0	171874.0	183275.0	186166.0	180675.0	184271.0	185592.0	178615.0	163159.0	153457.0	146632.0	143303.0	124718.0	112791.0	108286.0	92252.0	93302.0	81614.0	74758.0	65387.0	65719.0	65760.0	89376.0	139682.0
C3M_T01_clean_2	85536.0	95191.0	103869.0	113414.0	122307.0	133693.0	136871.0	141513.0	152581.0	153744.0	153741.0	159231.0	151456.0	153176.0	145266.0	129723.0	126685.0	128436.0	143492.0	115332.0	121459.0	107757.0	115864.0	97457.0	95949.0	93969.0	121795.0	231075.0
C3M_T02_clean_1	61594.0	64548.0	68187.0	75729.0	80658.0	95132.0	104930.0	117568.0	120699.0	132997.0	144753.0	154739.0	155120.0	157835.0	160333.0	164995.0	155002.0	147655.0	153922.0	138172.0	153536.0	148344.0	145162.0	133788.0	147869.0	161538.0	246900.0	694523.0
C3M_T02_clean_2	129690.0	134948.0	143017.0	152596.0	159888.0	172406.0	173459.0	177734.0	187996.0	186199.0	184661.0	188011.0	176146.0	177390.0	166305.0	147873.0	142635.0	143796.0	158257.0	127913.0	132714.0	117913.0	125404.0	104705.0	101728.0	100324.0	128876.0	243644.0
C3M_T03_clean_1	61660.0	66160.0	70679.0	78914.0	84353.0	100580.0	111345.0	124702.0	126571.0	140602.0	150478.0	159445.0	158038.0	160460.0	162421.0	165754.0	156037.0	147170.0	153518.0	136067.0	150567.0	144100.0	140600.0	128101.0	140480.0	150935.0	225857.0	614317.0
C3M_T03_clean_2	157244.0	157367.0	161274.0	168134.0	171973.0	182366.0	180304.0	182468.0	189935.0	187600.0	183497.0	184883.0	171792.0	171216.0	159689.0	141908.0	135820.0	136290.0	149085.0	119090.0	123340.0	107561.0	113886.0	93108.0	90456.0	86575.0	107865.0	195185.0
C3M_T04_clean_1	61617.0	66356.0	71155.0	78525.0	83454.0	97271.0	105840.0	116006.0	117316.0	126055.0	134320.0	139429.0	138302.0	137990.0	138926.0	141142.0	131175.0	123281.0	126936.0	112845.0	124107.0	117507.0	114485.0	104512.0	113379.0	122446.0	181411.0	484759.0
C3M_T04_clean_2	92222.0	97219.0	104657.0	114439.0	120684.0	133885.0	135616.0	141861.0	151415.0	152408.0	152558.0	156821.0	149055.0	150517.0	142341.0	126473.0	123388.0	123735.0	138320.0	111441.0	117922.0	104689.0	113646.0	96160.0	94978.0	94185.0	124706.0	245206.0
C3M_T05_clean_1	55948.0	58770.0	61606.0	66853.0	70598.0	83715.0	92875.0	104489.0	108553.0	119566.0	130854.0	139277.0	140879.0	143147.0	146116.0	149993.0	141513.0	134919.0	140908.0	125960.0	140504.0	136172.0	133553.0	123369.0	136262.0	149330.0	228952.0	654505.0
C3M_T05_clean_2	108402.0	115637.0	124942.0	134860.0	142318.0	154726.0	157134.0	161008.0	171623.0	170774.0	170308.0	174229.0	164801.0	164142.0	154208.0	137710.0	133135.0	133864.0	146886.0	118914.0	124333.0	109319.0	116345.0	97012.0	94774.0	93090.0	120638.0	224054.0
C3M_T10_clean_1	58324.0	59987.0	62808.0	68909.0	72336.0	85163.0	93034.0	105420.0	106920.0	118445.0	127767.0	136289.0	137298.0	140477.0	142761.0	145800.0	139218.0	129962.0	137090.0	122644.0	137175.0	132359.0	130221.0	118843.0	132129.0	143800.0	221425.0	642695.0
