C3M_T03_clean_1	3375.0	267409.0	3428499.0	510628.0
C3M_T03_clean_2	7737.0	580260.0	3112090.0	509824.0
C3M_T04_clean_1	3219.0	264080.0	2906039.0	437209.0
C3M_T04_clean_2	4973.0	405286.0	2767499.0	432789.0
C3M_T05_clean_1	3041.0	238476.0	3216943.0	460726.0
C3M_T05_clean_2	5893.0	484223.0	2985739.0	443331.0
C3M_T10_clean_1	3227.0	238728.0	3133112.0	474232.0
C3M_T10_clean_2	5794.0	450064.0	2937414.0	456027.0
C3M_T15_clean_1	3805.0	286640.0	3828694.0	570058.0
C3M_T15_clean_2	7930.0	607165.0	3514605.0	559497.0
C3M_T20_clean_1	3158.0	255798.0	3176712.0	470657.0
C3M_T20_clean_2	5916.0	477043.0	2953914.0	469452.0
Host_DP05_rep1_clean_1	3253.0	241083.0	2860974.0	463764.0
Host_DP05_rep1_clean_2	5329.0	406457.0	2695956.0	461332.0
Host_DP05_rep2_clean_1	3009.0	234337.0	2780010.0	436692.0
Host_DP05_rep2_clean_2	4923.0	386616.0	2625141.0	437368.0
Host_DP05_rep3_clean_1	4200.0	330581.0	3907508.0	603183.0
Host_DP05_rep3_clean_2	7003.0	555535.0	3688435.0	594499.0
Host_DP12_rep1_clean_1	4155.0	313559.0	3838897.0	622825.0
Host_DP12_rep1_clean_2	6589.0	511930.0	3645924.0	614993.0
Host_DP12_rep2_clean_1	3187.0	248322.0	2989906.0	475346.0
Host_DP12_rep2_clean_2	5474.0	427961.0	2807468.0	475858.0
Host_DP12_rep3_clean_1	3650.0	279829.0	3546782.0	574181.0
Host_DP12_rep3_clean_2	6642.0	510000.0	3329306.0	558494.0
Host_DP15_rep1_clean_1	3413.0	260560.0	3205545.0	502433.0
Host_DP15_rep1_clean_2	5913.0	465843.0	3008522.0	491673.0
Host_DP15_rep2_clean_1	4419.0	343959.0	4205538.0	650587.0
Host_DP15_rep2_clean_2	7863.0	618823.0	3928179.0	649638.0
Host_DP15_rep3_clean_1	4158.0	323907.0	4111683.0	632099.0
Host_DP15_rep3_clean_2	7558.0	599727.0	3845220.0	619342.0
Host_Mix_rep1_clean_1	5125.0	393923.0	4873724.0	765285.0
Host_Mix_rep1_clean_2	8860.0	692419.0	4579581.0	757197.0
Host_Mix_rep2_clean_1	3461.0	332166.0	3133496.0	437262.0
Host_Mix_rep2_clean_2	10228.0	730481.0	2690314.0	475362.0
Host_Mix_rep3_clean_1	4181.0	331198.0	4050817.0	617617.0
Host_Mix_rep3_clean_2	8100.0	625438.0	3751861.0	618414.0
Phage_Bill_rep1_clean_1	3614.0	273233.0	3157548.0	480925.0
Phage_Bill_rep1_clean_2	5050.0	404103.0	3015128.0	491039.0
Phage_Bill_rep2_clean_1	2775.0	227142.0	2863668.0	387842.0
Phage_Bill_rep2_clean_2	4599.0	393123.0	2692531.0	391174.0
Phage_Bill_rep3_clean_1	4166.0	312218.0	4136674.0	575320.0
Phage_Bill_rep3_clean_2	7128.0	571335.0	3896195.0	553720.0
Phage_Bob_rep1_clean_1	3988.0	279336.0	3557046.0	597378.0
Phage_Bob_rep1_clean_2	4962.0	403267.0	3438119.0	591400.0
Phage_Bob_rep2_clean_1	4344.0	315699.0	3930775.0	630095.0
Phage_Bob_rep2_clean_2	5952.0	485034.0	3757429.0	632498.0
Phage_Bob_rep3_clean_1	4027.0	289337.0	3761725.0	608550.0
Phage_Bob_rep3_clean_2	5992.0	470788.0	3590016.0	596843.0
Phage_CCS4_rep1_clean_1	3952.0	297883.0	3800256.0	597628.0
Phage_CCS4_rep1_clean_2	5927.0	502855.0	3610973.0	579964.0
Phage_CCS4_rep2_clean_1	3019.0	225594.0	2784792.0	437144.0
Phage_CCS4_rep2_clean_2	4188.0	352250.0	2666385.0	427726.0
Phage_CCS4_rep3_clean_1	3456.0	271178.0	3504568.0	538265.0
Phage_CCS4_rep3_clean_2	6074.0	494597.0	3292863.0	523933.0
Phage_Car_rep1_clean_1	3774.0	274566.0	3555031.0	577345.0
Phage_Car_rep1_clean_2	5310.0	438048.0	3401786.0	565572.0
Phage_Car_rep2_clean_1	3277.0	248492.0	3266082.0	529298.0
Phage_Car_rep2_clean_2	4799.0	404707.0	3117253.0	520390.0
Phage_Car_rep3_clean_1	3580.0	269754.0	3593454.0	583444.0
Phage_Car_rep3_clean_2	5350.0	448103.0	3427458.0	569321.0
Phage_Cousins_rep1_clean_1	3795.0	286796.0	3732340.0	596354.0
Phage_Cousins_rep1_clean_2	5587.0	460225.0	3568922.0	584551.0
Phage_Cousins_rep2_clean_1	2352.0	146038.0	1818083.0	367877.0
Phage_Cousins_rep2_clean_2	2231.0	171758.0	1792549.0	367812.0
Phage_Cousins_rep3_clean_1	3479.0	256707.0	3434374.0	547597.0
Phage_Cousins_rep3_clean_2	5603.0	452745.0	3254285.0	529524.0
Phage_DP15_C1I_T20_clean_1	3827.0	300727.0	3621886.0	521090.0
Phage_DP15_C1I_T20_clean_2	5995.0	479742.0	3439621.0	522172.0
Phage_DP15_C1M_T20_clean_1	4090.0	304912.0	3857723.0	548785.0
Phage_DP15_C1M_T20_clean_2	6060.0	501331.0	3677657.0	530462.0
Phage_DP15_C2I_T20_clean_1	3730.0	305729.0	3896060.0	530623.0
Phage_DP15_C2I_T20_clean_2	7514.0	592749.0	3621301.0	514578.0
Phage_DP15_C2M_T20_clean_1	3701.0	294642.0	3689348.0	507476.0
Phage_DP15_C2M_T20_clean_2	6616.0	533242.0	3456984.0	498325.0
Phage_DP15_C3I_T20_clean_1	2561.0	188818.0	2471240.0	357740.0
Phage_DP15_C3I_T20_clean_2	3842.0	311737.0	2378763.0	326017.0
Phage_DP15_C3M_T20_clean_1	2815.0	233824.0	3032199.0	388936.0
Phage_DP15_C3M_T20_clean_2	5910.0	478088.0	2792452.0	381324.0
Phage_DP15_S1I_T20_clean_1	4371.0	339476.0	4319177.0	633884.0
Phage_DP15_S1I_T20_clean_2	7761.0	616403.0	4051353.0	621391.0
Phage_DP15_S1M_T20_clean_1	2800.0	228498.0	2916688.0	383977.0
Phage_DP15_S1M_T20_clean_2	6370.0	495166.0	2652494.0	377933.0
Phage_DP15_S2I_T20_clean_1	3654.0	300542.0	3699850.0	503307.0
Phage_DP15_S2I_T20_clean_2	7367.0	583931.0	3415715.0	500340.0
Phage_DP15_S2M_T20_clean_1	3413.0	266099.0	3281070.0	471207.0
Phage_DP15_S2M_T20_clean_2	5951.0	460574.0	3089540.0	465724.0
Phage_DP15_S3I_T20_clean_1	2964.0	238314.0	2813535.0	390406.0
Phage_DP15_S3I_T20_clean_2	5054.0	398885.0	2643896.0	397384.0
Phage_DP15_S3M_T20_clean_1	4522.0	380192.0	4691995.0	612289.0
Phage_DP15_S3M_T20_clean_2	8641.0	704795.0	4380168.0	595394.0
Phage_Sisters_rep1_clean_1	3774.0	282949.0	3635003.0	552878.0
Phage_Sisters_rep1_clean_2	5205.0	433664.0	3491643.0	544092.0
Phage_Sisters_rep2_clean_1	3433.0	259451.0	3306415.0	492853.0
Phage_Sisters_rep2_clean_2	4707.0	400646.0	3167935.0	488864.0
Phage_Sisters_rep3_clean_1	3516.0	265095.0	3574012.0	533491.0
Phage_Sisters_rep3_clean_2	5372.0	441677.0	3413759.0	515306.0
Phage_Ump_rep1_clean_1	2567.0	183552.0	2359317.0	407813.0
Phage_Ump_rep1_clean_2	3652.0	285256.0	2265957.0	398384.0
Phage_Ump_rep2_clean_1	2085.0	158535.0	2009732.0	331740.0
Phage_Ump_rep2_clean_2	2928.0	245114.0	1921614.0	332436.0
Phage_Ump_rep3_clean_1	3510.0	254269.0	3335147.0	543418.0
Phage_Ump_rep3_clean_2	5260.0	420892.0	3187636.0	522556.0
S1I_T01_clean_1	3908.0	361611.0	2648164.0	355770.0
S1I_T01_clean_2	4143.0	355614.0	2592163.0	417533.0
S1I_T02_clean_1	4140.0	305028.0	3938941.0	598400.0
S1I_T02_clean_2	6508.0	533033.0	3723212.0	583756.0
S1I_T03_clean_1	3527.0	276847.0	3500187.0	533197.0
S1I_T03_clean_2	5967.0	480336.0	3296633.0	530822.0
S1I_T04_clean_1	796.0	50165.0	548716.0	139076.0
S1I_T04_clean_2	629.0	45334.0	547676.0	145114.0
S1I_T05_clean_1	2193.0	136821.0	1653861.0	349471.0
S1I_T05_clean_2	2019.0	156227.0	1634207.0	349893.0
S1I_T10_clean_1	2775.0	181142.0	2249743.0	405050.0
S1I_T10_clean_2	3037.0	232490.0	2206499.0	396684.0
S1I_T15_clean_1	4543.0	342052.0	4228840.0	623118.0
S1I_T15_clean_2	7118.0	588150.0	3980096.0	623189.0
S1I_T20_clean_1	4047.0	316244.0	3550430.0	534237.0
S1I_T20_clean_2	6622.0	520020.0	3329765.0	548551.0
S1M_T01_clean_1	2390.0	222074.0	1789495.0	251070.0
S1M_T01_clean_2	2423.0	210589.0	1764319.0	287698.0
S1M_T02_clean_1	2777.0	209099.0	2669511.0	433335.0
S1M_T02_clean_2	4106.0	327497.0	2554875.0	428244.0
S1M_T03_clean_1	2476.0	187321.0	2351900.0	368962.0
S1M_T03_clean_2	3788.0	293746.0	2244503.0	368622.0
S1M_T04_clean_1	2331.0	182470.0	1926668.0	310769.0
S1M_T04_clean_2	2744.0	220582.0	1887111.0	311801.0
S1M_T05_clean_1	2077.0	162752.0	2053952.0	311868.0
S1M_T05_clean_2	3699.0	297251.0	1923053.0	306646.0
S1M_T10_clean_1	2562.0	175045.0	2259371.0	383052.0
S1M_T10_clean_2	2966.0	242780.0	2201859.0	372425.0
S1M_T15_clean_1	2987.0	224192.0	2778365.0	424715.0
S1M_T15_clean_2	4686.0	382436.0	2620988.0	422149.0
S1M_T20_clean_1	2833.0	219570.0	2595852.0	407854.0
S1M_T20_clean_2	4228.0	331176.0	2481018.0	409687.0
S2I_T01_clean_1	3158.0	272413.0	2759778.0	394953.0
S2I_T01_clean_2	5202.0	415595.0	2584398.0	425107.0
S2I_T02_clean_1	3330.0	254106.0	3509065.0	556603.0
S2I_T02_clean_2	6679.0	529578.0	3259241.0	527606.0
S2I_T03_clean_1	3037.0	228527.0	3138238.0	496428.0
S2I_T03_clean_2	5858.0	464709.0	2925021.0	470642.0
S2I_T04_clean_1	2980.0	233083.0	2667062.0	425235.0
S2I_T04_clean_2	4607.0	373031.0	2540503.0	410219.0
S2I_T05_clean_1	2700.0	212735.0	2884328.0	443756.0
S2I_T05_clean_2	5580.0	444937.0	2666662.0	426340.0
S2I_T10_clean_1	2719.0	190844.0	2584969.0	421953.0
S2I_T10_clean_2	4373.0	348095.0	2457746.0	390271.0
S2I_T15_clean_1	4417.0	332897.0	4485220.0	712001.0
S2I_T15_clean_2	8338.0	668158.0	4179031.0	679008.0
S2I_T20_clean_1	3185.0	210189.0	2710200.0	500392.0
S2I_T20_clean_2	4073.0	325560.0	2632176.0	462157.0
S2M_T01_clean_1	4355.0	431541.0	2107851.0	278429.0
S2M_T01_clean_2	3076.0	278889.0	2212936.0	327275.0
S2M_T02_clean_1	2960.0	214180.0	2829076.0	463202.0
S2M_T02_clean_2	4496.0	360247.0	2698626.0	446049.0
S2M_T03_clean_1	3004.0	233967.0	2989309.0	469714.0
S2M_T03_clean_2	4879.0	397573.0	2830780.0	462762.0
S2M_T04_clean_1	2632.0	203033.0	2167522.0	333772.0
S2M_T04_clean_2	3306.0	272713.0	2099423.0	331517.0
S2M_T05_clean_1	2577.0	216455.0	2655334.0	379052.0
S2M_T05_clean_2	8077.0	592406.0	2261639.0	391296.0
S2M_T10_clean_1	2370.0	166662.0	2130943.0	370831.0
S2M_T10_clean_2	2924.0	233523.0	2075922.0	358437.0
S2M_T15_clean_1	1226.0	179256.0	1294478.0	131260.0
S2M_T15_clean_2	10666.0	513509.0	826597.0	255448.0
S2M_T20_clean_1	555.0	33493.0	386734.0	107081.0
S2M_T20_clean_2	477.0	34930.0	382699.0	109757.0
S3I_T01_clean_1	3803.0	332915.0	2797883.0	402306.0
S3I_T01_clean_2	4166.0	361342.0	2717837.0	453562.0
S3I_T02_clean_1	4016.0	288641.0	3797963.0	616952.0
S3I_T02_clean_2	6200.0	494734.0	3619506.0	587132.0
S3I_T03_clean_1	3560.0	277402.0	3372571.0	526854.0
S3I_T03_clean_2	5689.0	449062.0	3204886.0	520750.0
S3I_T04_clean_1	3242.0	253458.0	2724013.0	436135.0
S3I_T04_clean_2	4156.0	333872.0	2653684.0	425136.0
S3I_T05_clean_1	3382.0	254877.0	3229034.0	506646.0
S3I_T05_clean_2	6032.0	475971.0	3019864.0	492072.0
S3I_T10_clean_1	3646.0	258330.0	3324010.0	544597.0
S3I_T10_clean_2	5301.0	418708.0	3187300.0	519274.0
S3I_T15_clean_1	2866.0	182798.0	2347295.0	482841.0
S3I_T15_clean_2	3561.0	263497.0	2299692.0	449050.0
S3I_T20_clean_1	3851.0	288813.0	3573800.0	573635.0
S3I_T20_clean_2	6013.0	472867.0	3406766.0	554453.0
S3M_T01_clean_1	3727.0	334965.0	2731988.0	375828.0
S3M_T01_clean_2	4535.0	376863.0	2634494.0	430616.0
S3M_T02_clean_1	3507.0	257682.0	3500275.0	569403.0
S3M_T02_clean_2	6444.0	495021.0	3287843.0	541559.0
S3M_T03_clean_1	3226.0	251004.0	3312905.0	527127.0
S3M_T03_clean_2	6403.0	487054.0	3091557.0	509248.0
S3M_T04_clean_1	2688.0	210101.0	2336837.0	359421.0
S3M_T04_clean_2	3919.0	317076.0	2240653.0	347399.0
S3M_T05_clean_1	3373.0	263378.0	3499297.0	540694.0
S3M_T05_clean_2	6471.0	514949.0	3266186.0	519136.0
S3M_T10_clean_1	3516.0	250564.0	3308420.0	530510.0
S3M_T10_clean_2	5728.0	456750.0	3130067.0	500465.0
S3M_T15_clean_1	2624.0	175942.0	2225329.0	435394.0
S3M_T15_clean_2	3366.0	257290.0	2169086.0	409547.0
S3M_T20_clean_1	3639.0	297127.0	3233328.0	490398.0
S3M_T20_clean_2	6226.0	492829.0	3028914.0	496523.0
