Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
C2I_T20_clean_1	74.65638496935411	36.0	100.91608924360602	18.181818181818183	4189880.0
C2I_T20_clean_2	57.93721950995779	36.0	85.21029337355723	9.090909090909092	4189880.0
C2M_T01_clean_1	52.47487589482977	36.0	88.20374130879345	9.090909090909092	2934000.0
C2M_T01_clean_2	52.68045290854676	36.0	88.16756066802999	9.090909090909092	2934000.0
C2M_T02_clean_1	57.044548599861955	36.0	97.43399749358954	9.090909090909092	3202189.0
C2M_T02_clean_2	50.8463204121644	36.0	88.5010063428486	9.090909090909092	3202189.0
C2M_T03_clean_1	64.18910904983666	36.0	98.64992236865062	18.181818181818183	2716686.0
C2M_T03_clean_2	53.971772532835836	36.0	88.4342750689627	9.090909090909092	2716686.0
C2M_T04_clean_1	57.40874838318399	36.0	95.75475635951179	9.090909090909092	2198793.0
C2M_T04_clean_2	55.1807780182311	36.0	93.05693942085499	9.090909090909092	2198793.0
C2M_T05_clean_1	63.00601336617011	36.0	99.74141430019944	18.181818181818183	2684522.0
C2M_T05_clean_2	54.02372050391668	36.0	89.78466296793246	9.090909090909092	2684522.0
C2M_T10_clean_1	62.61229278245045	36.0	100.1385548061131	18.181818181818183	2831883.0
C2M_T10_clean_2	55.25936425464087	36.0	91.7113863814289	9.090909090909092	2831883.0
C2M_T15_clean_1	63.431028382679486	36.0	99.47244497791598	18.181818181818183	3404951.0
C2M_T15_clean_2	53.084050527018306	36.0	86.94455045021206	9.090909090909092	3404951.0
C2M_T20_clean_1	70.57272782066167	36.0	100.49790895073015	18.181818181818183	5195956.0
C2M_T20_clean_2	56.80311415856923	36.0	85.68078367099336	9.090909090909092	5195956.0
C3I_T01_clean_1	48.74999329440294	36.0	87.94846221319654	0.0	3978770.0
C3I_T01_clean_2	49.448345977984246	36.0	86.35151265340797	0.0	3978770.0
C3I_T02_clean_1	73.75101165524632	36.0	99.6238997327441	9.090909090909092	5119438.0
C3I_T02_clean_2	58.56422297179366	36.0	85.28227063204984	9.090909090909092	5119438.0
C3I_T03_clean_1	74.6878709111133	36.0	99.6480697998195	18.181818181818183	3512330.0
C3I_T03_clean_2	57.10864075714899	36.0	84.47016709705522	9.090909090909092	3512330.0
C3I_T04_clean_1	67.803306857774	36.0	95.66273952522496	9.090909090909092	3683850.0
C3I_T04_clean_2	59.69954449719272	36.0	88.38261465586275	9.090909090909092	3683850.0
C3I_T05_clean_1	71.1620388429571	36.0	99.70920870195779	9.090909090909092	3731666.0
C3I_T05_clean_2	56.14366965092887	36.0	85.24961773106168	9.090909090909092	3731666.0
C3I_T10_clean_1	73.7951617971162	36.0	101.27907873375383	18.181818181818183	3273234.0
C3I_T10_clean_2	60.89897811484571	36.0	90.56864189972363	9.090909090909092	3273234.0
C3I_T15_clean_1	67.64708868040866	36.0	99.61904611224938	9.090909090909092	4803626.0
C3I_T15_clean_2	55.55907055279844	36.0	85.87164446191272	9.090909090909092	4803626.0
C3I_T20_clean_1	67.66001873756338	36.0	95.66086015807187	9.090909090909092	3415535.0
C3I_T20_clean_2	58.500927562950146	36.0	87.67265567473324	9.090909090909092	3415535.0
C3M_T01_clean_1	44.02142843144695	36.0	76.7555758277874	0.0	3630582.0
C3M_T01_clean_2	51.46224888607272	36.0	85.54674815222462	9.090909090909092	3630582.0
C3M_T02_clean_1	66.66812689015893	36.0	101.09101009092377	18.181818181818183	4286228.0
C3M_T02_clean_2	50.422050682468935	36.0	82.16119674455022	9.090909090909092	4286228.0
C3M_T03_clean_1	58.396404677285815	36.0	98.96108136252762	18.181818181818183	4209911.0
C3M_T03_clean_2	43.887413433511966	36.0	78.58193605518026	0.0	4209911.0
C3M_T04_clean_1	64.09636382935054	36.0	96.16142650961199	9.090909090909092	3610547.0
C3M_T04_clean_2	54.69807361649929	36.0	85.52037073606853	9.090909090909092	3610547.0
C3M_T05_clean_1	69.65192611097314	36.0	101.75490573807929	18.181818181818183	3919186.0
C3M_T05_clean_2	52.213352326276905	36.0	82.92425085209021	9.090909090909092	3919186.0
C3M_T10_clean_1	65.17665568121521	36.0	101.2551306094954	18.181818181818183	3849299.0
C3M_T10_clean_2	51.29185195509892	36.0	84.91741457340675	9.090909090909092	3849299.0
C3M_T15_clean_1	73.32542848201254	36.0	101.10572833685598	18.181818181818183	4689197.0
C3M_T15_clean_2	53.46231863886906	36.0	81.18189446935158	9.090909090909092	4689197.0
C3M_T20_clean_1	71.73172653120348	36.0	98.99485321881819	9.090909090909092	3906325.0
C3M_T20_clean_2	55.0236977094338	36.0	83.55151555490134	9.090909090909092	3906325.0
Host_DP05_rep1_clean_1	33.097993699588514	38.0	96.59610195809894	0.0	3569074.0
Host_DP05_rep1_clean_2	24.949070606833473	38.0	84.08305515660365	0.0	3569074.0
Host_DP05_rep2_clean_1	32.34590094448737	38.0	96.84473579984991	0.0	3454048.0
Host_DP05_rep2_clean_2	24.04892196576526	38.0	84.64796464901472	0.0	3454048.0
Host_DP05_rep3_clean_1	37.02861293782961	38.0	96.95023498226799	0.0	4845472.0
Host_DP05_rep3_clean_2	28.45112733707805	38.0	84.60721308471084	0.0	4845472.0
Host_DP12_rep1_clean_1	38.1417964777258	38.0	97.80741807192312	0.0	4779436.0
Host_DP12_rep1_clean_2	30.373702691241604	38.0	86.37421423783057	0.0	4779436.0
Host_DP12_rep2_clean_1	33.38455488025973	38.0	97.0677641096643	0.0	3716761.0
Host_DP12_rep2_clean_2	24.50325049216046	38.0	83.85925837039294	0.0	3716761.0
Host_DP12_rep3_clean_1	37.352068373325785	38.0	98.51736814788343	0.0	4404442.0
Host_DP12_rep3_clean_2	26.95613020068899	38.0	83.75623177691976	0.0	4404442.0
Host_DP15_rep1_clean_1	34.36278261463383	37.0	97.93416786863685	0.0	3971951.0
Host_DP15_rep1_clean_2	25.15932354441391	37.0	83.62717440371243	0.0	3971951.0
Host_DP15_rep2_clean_1	37.80148837499602	37.0	97.53777507669801	0.0	5204503.0
Host_DP15_rep2_clean_2	27.574871622095216	37.0	82.99751330722646	0.0	5204503.0
Host_DP15_rep3_clean_1	37.886484881672885	37.0	98.59770671315597	0.0	5071847.0
Host_DP15_rep3_clean_2	27.304643853825667	37.0	83.39527907683335	0.0	5071847.0
Host_Mix_rep1_clean_1	39.50381836747125	38.0	97.93378681254582	0.0	6038057.0
Host_Mix_rep1_clean_2	29.96255045549276	38.0	84.21989954715565	0.0	6038057.0
Host_Mix_rep2_clean_1	25.361337679159433	38.0	88.13139309105478	0.0	3906385.0
Host_Mix_rep2_clean_2	12.136322149160904	38.0	64.16487980575391	9.090909090909092	3906385.0
Host_Mix_rep3_clean_1	36.65402119696298	38.0	97.51410074677051	0.0	5003813.0
Host_Mix_rep3_clean_2	25.966627267360735	38.0	81.64257836973523	0.0	5003813.0
Phage_Bill_rep1_clean_1	77.40602026814625	37.0	97.46210296987219	9.090909090909092	3915320.0
Phage_Bill_rep1_clean_2	63.72506110533392	37.0	88.64556919996322	9.090909090909092	3915320.0
Phage_Bill_rep2_clean_1	78.68556457478387	37.0	100.8163086573408	18.181818181818183	3481427.0
Phage_Bill_rep2_clean_2	60.81925895955054	37.0	86.99317061653167	9.090909090909092	3481427.0
Phage_Bill_rep3_clean_1	84.77607618968865	37.0	102.8806032482045	18.181818181818183	5028378.0
Phage_Bill_rep3_clean_2	65.40996376275888	37.0	87.55822911483584	9.090909090909092	5028378.0
Phage_Bob_rep1_clean_1	80.27883138946737	36.0	100.1813539209527	9.090909090909092	4437748.0
Phage_Bob_rep1_clean_2	67.38439892126782	36.0	91.74894112959997	9.090909090909092	4437748.0
Phage_Bob_rep2_clean_1	80.26223853250073	36.0	99.33160640232678	9.090909090909092	4880913.0
Phage_Bob_rep2_clean_2	65.57637928441778	36.0	89.1626341219358	9.090909090909092	4880913.0
Phage_Bob_rep3_clean_1	80.62508946730426	36.0	100.53328527358143	9.090909090909092	4663639.0
Phage_Bob_rep3_clean_2	64.87788817961612	36.0	88.78534873732723	9.090909090909092	4663639.0
Phage_CCS4_rep1_clean_1	80.81153947483703	36.0	100.09174080407786	9.090909090909092	4699719.0
Phage_CCS4_rep1_clean_2	65.76336947469504	36.0	87.2416487028267	9.090909090909092	4699719.0
Phage_CCS4_rep2_clean_1	76.21134647913294	36.0	99.25207872718225	9.090909090909092	3450549.0
Phage_CCS4_rep2_clean_2	63.54342306128998	36.0	88.75954579981331	9.090909090909092	3450549.0
Phage_CCS4_rep3_clean_1	79.14499675175729	36.0	100.23320687801436	9.090909090909092	4317467.0
Phage_CCS4_rep3_clean_2	62.84637920953616	36.0	85.1449217793674	9.090909090909092	4317467.0
Phage_Car_rep1_clean_1	74.24019729381959	36.0	100.45671564435344	9.090909090909092	4410716.0
Phage_Car_rep1_clean_2	61.50288445593441	36.0	89.08754156921461	9.090909090909092	4410716.0
Phage_Car_rep2_clean_1	73.52399243052508	36.0	100.67826091898272	9.090909090909092	4047149.0
Phage_Car_rep2_clean_2	60.45044304708814	36.0	88.70967191966493	9.090909090909092	4047149.0
Phage_Car_rep3_clean_1	74.33640135804306	36.0	100.89609507998684	9.090909090909092	4450232.0
Phage_Car_rep3_clean_2	60.836065457188106	36.0	88.51719618213163	9.090909090909092	4450232.0
Phage_Cousins_rep1_clean_1	70.17114360882985	36.0	100.5131237843086	18.181818181818183	4619285.0
Phage_Cousins_rep1_clean_2	58.48987161157267	36.0	89.12690622033496	9.090909090909092	4619285.0
Phage_Cousins_rep2_clean_1	59.90601737401805	37.0	97.04435967185726	18.181818181818183	2334350.0
Phage_Cousins_rep2_clean_2	55.15068970372345	36.0	93.38352603508471	9.090909090909092	2334350.0
Phage_Cousins_rep3_clean_1	70.75855570948738	36.0	100.88696292947196	18.181818181818183	4242157.0
Phage_Cousins_rep3_clean_2	56.56207672305277	36.0	87.3752916264061	9.090909090909092	4242157.0
Phage_DP15_C1I_T20_clean_1	48.602768244279126	36.0	98.27637587604805	0.0	4447530.0
Phage_DP15_C1I_T20_clean_2	45.284234254069155	36.0	87.9992688076303	0.0	4447530.0
Phage_DP15_C1M_T20_clean_1	46.61258715102421	37.0	100.01564793627837	0.0	4715510.0
Phage_DP15_C1M_T20_clean_2	41.47388281707275	37.0	88.17194449805005	0.0	4715510.0
Phage_DP15_C2I_T20_clean_1	37.00060036227204	37.0	99.93298321714171	0.0	4736142.0
Phage_DP15_C2I_T20_clean_2	25.783539101721857	37.0	83.29251783413588	0.0	4736142.0
Phage_DP15_C2M_T20_clean_1	56.91960755885596	36.0	99.96808149730589	9.090909090909092	4495167.0
Phage_DP15_C2M_T20_clean_2	48.41791634511555	36.0	85.43226803364591	0.0	4495167.0
Phage_DP15_C3I_T20_clean_1	31.85820906154457	37.0	101.51770501453635	0.0	3020359.0
Phage_DP15_C3I_T20_clean_2	23.708806369708014	37.0	88.6313279315472	0.0	3020359.0
Phage_DP15_C3M_T20_clean_1	50.41270354126776	36.0	101.02282399076597	9.090909090909092	3657774.0
Phage_DP15_C3M_T20_clean_2	40.14799174107304	36.0	82.54071465322899	0.0	3657774.0
Phage_DP15_S1I_T20_clean_1	50.2544393970993	36.0	99.76180216835935	9.090909090909092	5296908.0
Phage_DP15_S1I_T20_clean_2	43.260084072128194	36.0	85.29388711301009	0.0	5296908.0
Phage_DP15_S1M_T20_clean_1	42.55748990926881	36.0	100.51944853329438	0.0	3531963.0
Phage_DP15_S1M_T20_clean_2	32.095706647250125	36.0	79.61522445167178	0.0	3531963.0
Phage_DP15_S2I_T20_clean_1	39.70698221373876	37.0	98.83275616531476	0.0	4507353.0
Phage_DP15_S2I_T20_clean_2	30.72199289570507	37.0	82.11647501316183	0.0	4507353.0
Phage_DP15_S2M_T20_clean_1	45.456300762270416	36.0	99.26057408780024	0.0	4021789.0
Phage_DP15_S2M_T20_clean_2	39.89378402764662	36.0	85.95058815865278	0.0	4021789.0
Phage_DP15_S3I_T20_clean_1	47.65239271780645	36.0	98.05569863628408	0.0	3445219.0
Phage_DP15_S3I_T20_clean_2	41.54712365877542	36.0	85.6002425390084	0.0	3445219.0
Phage_DP15_S3M_T20_clean_1	42.030405485354805	37.0	99.55412359083269	0.0	5688998.0
Phage_DP15_S3M_T20_clean_2	33.74302730070036	37.0	84.31466613277065	0.0	5688998.0
Phage_Sisters_rep1_clean_1	64.1622999733168	36.0	100.59370080570258	9.090909090909092	4474604.0
Phage_Sisters_rep1_clean_2	55.81609617969563	36.0	90.27817098451617	9.090909090909092	4474604.0
Phage_Sisters_rep2_clean_1	64.01446605305438	36.0	100.66998403801729	9.090909090909092	4062152.0
Phage_Sisters_rep2_clean_2	55.05960783758447	36.0	90.13299354627793	9.090909090909092	4062152.0
Phage_Sisters_rep3_clean_1	66.54762610506772	36.0	102.28086722603662	9.090909090909092	4376114.0
Phage_Sisters_rep3_clean_2	55.590386336793806	36.0	89.74073481632334	9.090909090909092	4376114.0
Phage_Ump_rep1_clean_1	88.09014529628973	40.0	100.66347029999841	18.181818181818183	2953249.0
Phage_Ump_rep1_clean_2	72.0478612588598	40.0	89.96529381708078	18.181818181818183	2953249.0
Phage_Ump_rep2_clean_1	86.03984945196858	40.0	99.84173363729231	18.181818181818183	2502092.0
Phage_Ump_rep2_clean_2	69.758912164163	40.0	89.0861191355074	9.090909090909092	2502092.0
Phage_Ump_rep3_clean_1	91.08740482144057	40.0	101.73230877315814	18.181818181818183	4136344.0
Phage_Ump_rep3_clean_2	74.18676837947126	40.0	89.35056779610207	9.090909090909092	4136344.0
S1I_T01_clean_1	27.47407039350641	37.0	81.8992566449213	0.0	3369453.0
S1I_T01_clean_2	33.22691198675665	37.0	86.7913907687687	0.0	3369453.0
S1I_T02_clean_1	64.90611142694051	36.0	100.35246710570433	18.181818181818183	4846509.0
S1I_T02_clean_2	53.51435684729727	36.0	86.48513063733091	9.090909090909092	4846509.0
S1I_T03_clean_1	74.1079250570049	36.0	99.83101184628345	18.181818181818183	4313758.0
S1I_T03_clean_2	58.5043647519088	36.0	86.28658121294704	9.090909090909092	4313758.0
S1I_T04_clean_1	46.09620118779496	37.0	90.23918549230933	9.090909090909092	738753.0
S1I_T04_clean_2	45.94809547537596	37.0	91.38871855681127	18.181818181818183	738753.0
S1I_T05_clean_1	67.0196164826957	36.0	96.45219119600662	18.181818181818183	2142346.0
S1I_T05_clean_2	59.45464862800586	36.0	92.16661500990035	18.181818181818183	2142346.0
S1I_T10_clean_1	73.20430479795024	36.0	99.64404430181315	18.181818181818183	2838710.0
S1I_T10_clean_2	62.81747333876085	36.0	93.36073815218884	18.181818181818183	2838710.0
S1I_T15_clean_1	70.66520612241018	36.0	99.36526414177176	18.181818181818183	5198553.0
S1I_T15_clean_2	56.99799843519571	36.0	85.72279189997678	9.090909090909092	5198553.0
S1I_T20_clean_1	67.82351316822653	36.0	95.7776183110032	9.090909090909092	4404958.0
S1I_T20_clean_2	55.16894884715682	36.0	83.68858000462207	9.090909090909092	4404958.0
S1M_T01_clean_1	30.413977519360714	37.0	85.23593516904198	0.0	2265029.0
S1M_T01_clean_2	36.29516736107373	37.0	90.8729190663784	0.0	2265029.0
S1M_T02_clean_1	47.35047988429706	37.0	99.91708656110528	9.090909090909092	3314722.0
S1M_T02_clean_2	43.04085236412792	37.0	89.5097564742986	0.0	3314722.0
S1M_T03_clean_1	47.19956061396672	37.0	99.28304140059004	9.090909090909092	2910659.0
S1M_T03_clean_2	42.497181205644566	37.0	89.44501983914982	0.0	2910659.0
S1M_T04_clean_1	45.874716018297235	36.0	94.72548403583794	0.0	2422238.0
S1M_T04_clean_2	46.05780568869985	36.0	91.22374432239937	0.0	2422238.0
S1M_T05_clean_1	53.897108766780214	36.0	99.68920265117762	18.181818181818183	2530649.0
S1M_T05_clean_2	43.44537915078234	36.0	84.13361671255082	0.0	2530649.0
S1M_T10_clean_1	63.099798754023475	36.0	100.39178093850066	18.181818181818183	2820030.0
S1M_T10_clean_2	56.0658659175881	36.0	92.90920273897795	9.090909090909092	2820030.0
S1M_T15_clean_1	59.70519020383181	36.0	99.19598811634923	18.181818181818183	3430259.0
S1M_T15_clean_2	50.27457749096225	36.0	86.03172763339445	9.090909090909092	3430259.0
S1M_T20_clean_1	57.18777423008961	36.0	97.55502278441305	9.090909090909092	3226109.0
S1M_T20_clean_2	51.298193597903904	36.0	88.58729602750557	9.090909090909092	3226109.0
S2I_T01_clean_1	41.77169486206691	37.0	91.63810241780462	0.0	3430302.0
S2I_T01_clean_2	38.032933312377224	37.0	82.23966636173725	0.0	3430302.0
S2I_T02_clean_1	73.90984924683644	36.0	101.88051154910916	18.181818181818183	4323104.0
S2I_T02_clean_2	54.236122805833105	36.0	82.66586739527895	9.090909090909092	4323104.0
S2I_T03_clean_1	76.69231122508432	36.0	101.7471306673426	18.181818181818183	3866230.0
S2I_T03_clean_2	55.68186119871405	36.0	83.41844432431594	9.090909090909092	3866230.0
S2I_T04_clean_1	66.91114450357362	36.0	97.08981630592845	9.090909090909092	3328360.0
S2I_T04_clean_2	54.73460337202528	36.0	84.99221268132052	9.090909090909092	3328360.0
S2I_T05_clean_1	71.01286307732879	36.0	101.51597973652744	18.181818181818183	3543519.0
S2I_T05_clean_2	50.7096028826072	36.0	81.57446086785481	9.090909090909092	3543519.0
S2I_T10_clean_1	72.89980847909241	36.0	102.2357970745059	18.181818181818183	3200485.0
S2I_T10_clean_2	55.21456152480321	36.0	86.34414752764035	9.090909090909092	3200485.0
S2I_T15_clean_1	78.06436533950406	36.0	101.44696745074337	18.181818181818183	5534535.0
S2I_T15_clean_2	57.76773220508268	36.0	82.92353738841655	9.090909090909092	5534535.0
S2I_T20_clean_1	71.38571466777853	36.0	99.38941537386762	18.181818181818183	3423966.0
S2I_T20_clean_2	57.76482693869385	36.0	87.96292515755121	9.090909090909092	3423966.0
S2M_T01_clean_1	19.34874820508864	37.0	70.15042222738766	0.0	2822176.0
S2M_T01_clean_2	33.80807450266926	37.0	89.47886240971506	0.0	2822176.0
S2M_T02_clean_1	57.90128455646628	36.0	100.7618847341639	18.181818181818183	3509418.0
S2M_T02_clean_2	48.02687707998855	36.0	87.89402915241217	0.0	3509418.0
S2M_T03_clean_1	57.32588105498923	36.0	99.48635685014641	18.181818181818183	3695994.0
S2M_T03_clean_2	48.89483214911488	36.0	86.64780381136983	0.0	3695994.0
S2M_T04_clean_1	59.094572984875036	36.0	95.44153938053735	9.090909090909092	2706959.0
S2M_T04_clean_2	53.50831125101092	36.0	88.70964835448191	9.090909090909092	2706959.0
S2M_T05_clean_1	49.70685536725392	36.0	95.89923674117497	0.0	3253418.0
S2M_T05_clean_2	28.681926469509463	36.0	65.4534898374571	9.090909090909092	3253418.0
S2M_T10_clean_1	63.454320239908164	36.0	100.27617355959212	18.181818181818183	2670806.0
S2M_T10_clean_2	55.49672632931068	36.0	91.90698238659041	9.090909090909092	2670806.0
S2M_T15_clean_1	30.250248942901678	36.0	81.95960204704213	9.090909090909092	1606220.0
S2M_T15_clean_2	6.722961328327457	36.0	34.36024952995231	9.090909090909092	1606220.0
S2M_T20_clean_1	29.433114250831565	37.0	89.61281241534262	18.181818181818183	527863.0
S2M_T20_clean_2	27.877243381864105	37.0	87.6242983501401	18.181818181818183	527863.0
S3I_T01_clean_1	29.336546864090522	37.0	86.22558975964027	0.0	3536907.0
S3I_T01_clean_2	32.64252839247433	37.0	87.93764071263395	0.0	3536907.0
S3I_T02_clean_1	74.90118671736508	36.0	101.43615689786583	18.181818181818183	4707572.0
S3I_T02_clean_2	60.39412720919295	36.0	88.27657378368296	9.090909090909092	4707572.0
S3I_T03_clean_1	69.48532971696999	36.0	98.97664498526093	18.181818181818183	4180387.0
S3I_T03_clean_2	57.6843265563844	36.0	87.88755466898161	9.090909090909092	4180387.0
S3I_T04_clean_1	49.532079576729	36.0	95.83838935767702	0.0	3416848.0
S3I_T04_clean_2	48.3242957688302	36.0	89.72019767926463	0.0	3416848.0
S3I_T05_clean_1	73.121722423909	36.0	100.00921245917877	18.181818181818183	3993939.0
S3I_T05_clean_2	55.378624693192585	36.0	83.52883106126558	9.090909090909092	3993939.0
S3I_T10_clean_1	75.03937079228213	36.0	101.29608072274543	18.181818181818183	4130583.0
S3I_T10_clean_2	61.00832005742505	36.0	89.53980636631681	9.090909090909092	4130583.0
S3I_T15_clean_1	70.00075934344187	36.0	99.3395162146031	18.181818181818183	3015800.0
S3I_T15_clean_2	58.11649672858364	36.0	89.44239637907023	9.090909090909092	3015800.0
S3I_T20_clean_1	72.79800597570677	36.0	99.58231989872299	18.181818181818183	4440099.0
S3I_T20_clean_2	59.71459011522305	36.0	87.69178502551406	9.090909090909092	4440099.0
S3M_T01_clean_1	36.36636356172048	37.0	85.17262980384784	0.0	3446508.0
S3M_T01_clean_2	38.21444122756537	37.0	85.48966606199666	0.0	3446508.0
S3M_T02_clean_1	58.02567834983912	36.0	101.44801953050047	18.181818181818183	4330867.0
S3M_T02_clean_2	46.317825294821944	36.0	84.73443238963469	0.0	4330867.0
S3M_T03_clean_1	53.20042941473201	36.0	100.3204826657405	18.181818181818183	4094262.0
S3M_T03_clean_2	42.93308340365747	36.0	83.52814377780416	0.0	4094262.0
S3M_T04_clean_1	54.87042068498779	36.0	96.56456599016792	9.090909090909092	2909047.0
S3M_T04_clean_2	48.29000022047866	36.0	86.46836438187489	0.0	2909047.0
S3M_T05_clean_1	64.18772475413925	36.0	101.05599917524663	18.181818181818183	4306742.0
S3M_T05_clean_2	50.114659289216924	36.0	83.26542128597441	9.090909090909092	4306742.0
S3M_T10_clean_1	62.62750308331832	36.0	101.35151587706846	18.181818181818183	4093010.0
S3M_T10_clean_2	50.799045151158936	36.0	85.74743232975243	9.090909090909092	4093010.0
S3M_T15_clean_1	45.48943089830884	37.0	98.01655273556162	9.090909090909092	2839289.0
S3M_T15_clean_2	41.19516075713124	37.0	88.16294396237932	0.0	2839289.0
S3M_T20_clean_1	56.33272823132137	36.0	94.73142697264649	9.090909090909092	4024492.0
S3M_T20_clean_2	48.38020915214203	36.0	82.49903515772922	0.0	4024492.0
