Sample	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
C1I_T01_1	34.90597869926397	35.175749585437	35.41468941495706	35.62912546382128	35.734077210539816	35.93150546535523	35.869974531153716	35.882787767548514	35.908801430275396	35.9020945811922	35.90166422909796	35.8632953989458	35.77207493077393	35.72208320881016	35.67981201188017	35.64699671258817	35.59332880201212	35.55730331729739	35.53286390961337	35.45385314816626	35.389412471007034	35.301629424319444	35.32657228471155	35.26235577571547	35.128850992703164	34.99744486378267	34.88842741114335	34.78982356939402	34.661324750270424	34.53385060921586	34.388667289062155	34.21349748352988	34.147367663821804	34.05114874282284	33.8560781150409	33.65153635591854	33.54176377711189	33.114648421486926
C1I_T01_2	35.36191891756081	35.955875157692624	35.83828419847187	35.94884385190514	35.93870920819129	36.01922831776022	35.939094811284576	35.9119449682499	35.975629778714605	35.93458341377751	35.91791933014025	35.9118583265672	35.852295925249074	35.800187935225026	35.7446696058544	35.74641042662301	35.66905585426424	35.67574323806098	35.58198741632704	35.5391018991878	35.463480319167225	35.36025199082804	35.34055412592665	35.242033011644786	35.15194951720271	35.135123258108116	35.07049586230425	34.94109878368407	34.61893184240523	34.56935814804726	34.35771224699756	34.268319558645786	33.877768315485746	33.87015701821433	33.53566759849674	33.32612606417726	33.20888315274167	32.13221716489161
C1I_T02_1	35.96260825873006	36.03067355358397	36.08689845934797	36.141950226370376	36.224294959845935	36.29238613437297	36.230850851276756	36.23386736842983	36.220066923080125	36.21361709444524	36.20295607276399	36.16102758093265	36.08629190999225	36.0450511156442	36.016883767150496	35.98521748685126	35.94602925762842	35.9147695952441	35.89151420870816	35.831298525757845	35.769395312664834	35.71136422503647	35.71899206130061	35.6636522842211	35.54108702961227	35.425760802076866	35.32210086799985	35.21963420617283	35.093739421957764	34.97053515874219	34.83219426949468	34.683568622694764	34.611512769973785	34.52782203031299	34.35183218216307	34.18544693866495	34.06810113162161	33.58472862421245
C1I_T02_2	35.25013274298436	35.93162173655677	35.806285602370224	35.91493417241959	35.927807335922324	35.97108999261552	35.87900178153038	35.850774953652355	35.89607534757169	35.88374820130788	35.86700071914787	35.86141369249641	35.802496993681196	35.75190411888157	35.69884956080221	35.70131260386138	35.6239545324848	35.634164940806826	35.545348666089275	35.499511115429264	35.42338890810369	35.317484987048104	35.299047693825045	35.211624315751315	35.11479477309558	35.10377503282661	35.029934096754445	34.90702503726783	34.580257537838605	34.521643587335014	34.30464340551934	34.21498397982439	33.828247663208074	33.82193477752144	33.486456969670115	33.27745869505477	33.166539117893535	32.06523563771353
C1I_T03_1	35.89926702564333	35.98265254292455	36.0550063125004	36.10744224085054	36.19804839675326	36.27366362486969	36.20795540083231	36.20881357082148	36.20286414233886	36.193575277369526	36.18550545387198	36.14319354758855	36.06811146674637	36.0246424979348	35.99284729983597	35.966233944840575	35.92710707779366	35.891106113269274	35.868105965656696	35.80827088832513	35.74792191753316	35.68541065175994	35.69465816687189	35.64295168301255	35.51939785072427	35.40440050500003	35.30115321176537	35.20425500117815	35.072714045107105	34.95247526114131	34.811463262347885	34.662301582571814	34.583155296678356	34.50439078640827	34.320577284350406	34.160784015300365	34.04005911837703	33.56557780236969
C1I_T03_2	35.26338025457209	35.91178865180211	35.78078845284603	35.87739079649361	35.89262927331522	35.95904988846541	35.8646154325736	35.82627650493769	35.883415864959254	35.862598366359734	35.84516037051672	35.84393096865938	35.783125590794114	35.733369334909085	35.676642464928264	35.67818978392636	35.60265546767055	35.61198980831453	35.52162029095264	35.476231900268914	35.399504810244494	35.29437486075367	35.27344468150066	35.18263938615174	35.08668186189881	35.068565306644494	34.9970289531518	34.87497554307216	34.5519399592736	34.4878611121553	34.27359522798808	34.1807929454026	33.79642190790626	33.786536266392105	33.44623840072321	33.23257442745117	33.11700221785598	32.00229395439413
C1I_T04_1	35.53809008689796	35.6635380545956	35.8035893732588	35.92034989144354	36.01186993405658	36.11453131242143	36.057510575528134	36.053981390824944	36.055395176585364	36.06027291344874	36.061941649952516	36.018121448303255	35.93545170455045	35.889233464132964	35.850820259725936	35.83049647345515	35.78348733429815	35.755874514487786	35.72955029293523	35.6711475657953	35.604059970328095	35.53764230985608	35.55646584064816	35.49591063935381	35.377166831999425	35.25386711469791	35.154811652645165	35.052705229188746	34.93691582343048	34.80534317156143	34.676752023737514	34.51556331736323	34.449547265908464	34.36096250065263	34.17770571316106	34.005575243614054	33.88851061483255	33.41606570994631
C1I_T04_2	35.45548364085618	35.943113602085596	35.806472674923725	35.91726244146135	35.91852047613489	35.99513974480287	35.90682037235949	35.87919230008864	35.93467195183977	35.91606183816787	35.90054844328109	35.89517887323035	35.83895161626218	35.78514140497454	35.73144253664843	35.73674611047592	35.65880492279029	35.66229157659404	35.571375296763016	35.528935384124416	35.45483869643087	35.35056501566604	35.33315380405164	35.24200944127305	35.159094660876214	35.1471705219216	35.08558953399627	34.961671622738606	34.64420532627653	34.596087626558756	34.385502301654945	34.30542512420489	33.917939533380306	33.91740030023882	33.59287880218908	33.38549350215852	33.28210810122706	32.17673583266408
C1I_T05_1	35.90661930329949	35.964027838432926	36.0330172285388	36.08908369464662	36.18362736584629	36.258223402562955	36.19113008392871	36.19752175732514	36.18057895915429	36.17345651929408	36.166621643940836	36.12484372925974	36.04784149298466	36.00674094572042	35.97141458837643	35.948775621663195	35.90659047592027	35.87597904163403	35.85057426773897	35.7924929248796	35.730023842117156	35.67206074724215	35.68488989359708	35.633409463283854	35.51891988015105	35.408140973483874	35.31798838596061	35.22651034695195	35.11179429917044	34.9931115229469	34.86018386700293	34.70315642070343	34.630822193332925	34.538217302709775	34.35339793233216	34.17945008101051	34.061002686164585	33.57649464134991
