Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
Host_DP05_rep3_2	62.91254109098029	38.0	151.0	27.27272727272727	5283947.0
Host_DP12_rep1_1	66.12012673502886	39.0	151.0	27.27272727272727	5210647.0
Host_DP12_rep1_2	63.26643280435943	38.0	151.0	27.27272727272727	5210647.0
Host_DP12_rep2_1	61.68691125919564	39.0	151.0	27.27272727272727	4067912.0
Host_DP12_rep2_2	58.34613962754123	38.0	151.0	27.27272727272727	4067912.0
Host_DP12_rep3_1	64.71908888575105	38.0	151.0	27.27272727272727	4843326.0
Host_DP12_rep3_2	60.965972523426174	38.0	151.0	27.27272727272727	4843326.0
Host_DP15_rep1_1	61.77787504464733	38.0	151.0	27.27272727272727	4361593.0
Host_DP15_rep1_2	58.46454172809448	38.0	151.0	27.27272727272727	4361593.0
Host_DP15_rep2_1	66.18926965040959	38.0	151.0	27.27272727272727	5709544.0
Host_DP15_rep2_2	62.612634444922094	38.0	151.0	27.27272727272727	5709544.0
Host_DP15_rep3_1	65.76747083701245	38.0	151.0	27.27272727272727	5548345.0
Host_DP15_rep3_2	62.16609209771289	38.0	151.0	27.27272727272727	5548345.0
Host_Mix_rep1_1	67.42502992781772	38.0	151.0	27.27272727272727	6610667.0
Host_Mix_rep1_2	64.37934751120885	38.0	151.0	27.27272727272727	6610667.0
Host_Mix_rep2_1	61.279773262857525	38.0	151.0	27.27272727272727	4602010.0
Host_Mix_rep2_2	53.216701523063485	38.0	151.0	27.27272727272727	4602010.0
Host_Mix_rep3_1	65.24778405604181	38.0	151.0	27.27272727272727	5532784.0
Host_Mix_rep3_2	61.20992931678325	38.0	151.0	27.27272727272727	5532784.0
Phage_Bill_rep1_1	88.2112496848483	38.0	151.0	27.27272727272727	4251532.0
Phage_Bill_rep1_2	86.29713532118846	38.0	151.0	27.27272727272727	4251532.0
Phage_Bill_rep2_1	88.60234508862119	37.0	151.0	27.27272727272727	3777368.0
Phage_Bill_rep2_2	85.03672379398084	37.0	151.0	27.27272727272727	3777368.0
Phage_Bill_rep3_1	90.31525112008681	37.0	151.0	18.181818181818183	5440072.0
Phage_Bill_rep3_2	87.23996977390637	37.0	151.0	18.181818181818183	5440072.0
Phage_Bob_rep1_1	88.31188370888316	37.0	151.0	27.27272727272727	4770884.0
Phage_Bob_rep1_2	86.81656470494065	37.0	151.0	27.27272727272727	4770884.0
Phage_Bob_rep2_1	88.52725724842074	37.0	151.0	27.27272727272727	5264990.0
Phage_Bob_rep2_2	86.39904347029602	37.0	151.0	27.27272727272727	5264990.0
Phage_Bob_rep3_1	88.4209285118179	37.0	151.0	27.27272727272727	5040111.0
Phage_Bob_rep3_2	86.22835796159595	37.0	151.0	27.27272727272727	5040111.0
Phage_CCS4_rep1_1	76.86722408640031	37.0	151.0	27.27272727272727	5105200.0
Phage_CCS4_rep1_2	74.80256506523361	36.0	151.0	27.27272727272727	5105200.0
Phage_CCS4_rep2_1	74.55838574765752	37.0	151.0	27.27272727272727	3742813.0
Phage_CCS4_rep2_2	72.88687191799899	37.0	151.0	27.27272727272727	3742813.0
Phage_CCS4_rep3_1	76.011552677984	37.0	151.0	27.27272727272727	4702843.0
Phage_CCS4_rep3_2	73.40666207233204	36.0	151.0	27.27272727272727	4702843.0
Phage_Car_rep1_1	81.62851995040067	37.0	151.0	27.27272727272727	4757134.0
Phage_Car_rep1_2	79.66016770592995	37.0	151.0	27.27272727272727	4757134.0
Phage_Car_rep2_1	81.85842942806428	37.0	151.0	27.27272727272727	4347062.0
Phage_Car_rep2_2	79.79500313232862	37.0	151.0	27.27272727272727	4347062.0
Phage_Car_rep3_1	81.38771907131778	37.0	151.0	27.27272727272727	4780408.0
Phage_Car_rep3_2	79.42369902877132	37.0	151.0	27.27272727272727	4780408.0
Phage_Cousins_rep1_1	80.15349504619768	37.0	151.0	27.27272727272727	4970716.0
Phage_Cousins_rep1_2	78.16334009890905	37.0	151.0	27.27272727272727	4970716.0
Phage_Cousins_rep2_1	76.73465416674138	38.0	151.0	27.27272727272727	2499613.0
Phage_Cousins_rep2_2	76.55126614125496	38.0	151.0	27.27272727272727	2499613.0
Phage_Cousins_rep3_1	81.60301777525208	37.0	151.0	27.27272727272727	4586426.0
Phage_Cousins_rep3_2	78.99880498194474	37.0	151.0	27.27272727272727	4586426.0
Phage_DP15_C1I_T20_1	69.01621671861054	37.0	151.0	27.27272727272727	4807717.0
Phage_DP15_C1I_T20_2	66.47807288054594	37.0	151.0	27.27272727272727	4807717.0
Phage_DP15_C1M_T20_1	67.68161721726813	37.0	151.0	27.27272727272727	5058903.0
Phage_DP15_C1M_T20_2	65.63141110330193	37.0	151.0	27.27272727272727	5058903.0
Phage_DP15_C2I_T20_1	63.83938155512211	37.0	151.0	18.181818181818183	5186128.0
Phage_DP15_C2I_T20_2	59.98441113177936	37.0	151.0	18.181818181818183	5186128.0
Phage_DP15_C2M_T20_1	72.53807593996159	37.0	151.0	18.181818181818183	4883543.0
Phage_DP15_C2M_T20_2	69.52713201054901	37.0	151.0	27.27272727272727	4883543.0
Phage_DP15_C3I_T20_1	55.22757824200734	37.0	151.0	27.27272727272727	3231185.0
Phage_DP15_C3I_T20_2	53.81735896583597	37.0	151.0	27.27272727272727	3231185.0
Phage_DP15_C3M_T20_1	68.47331779087372	37.0	151.0	18.181818181818183	3982605.0
Phage_DP15_C3M_T20_2	64.6882179078221	36.0	151.0	18.181818181818183	3982605.0
Phage_DP15_S1I_T20_1	70.70335988733137	37.0	151.0	27.27272727272727	5774715.0
Phage_DP15_S1I_T20_2	67.36648788583018	37.0	151.0	27.27272727272727	5774715.0
Phage_DP15_S1M_T20_1	64.67217632566678	37.0	151.0	18.181818181818183	3901886.0
Phage_DP15_S1M_T20_2	60.55858618200107	37.0	151.0	18.181818181818183	3901886.0
Phage_DP15_S2I_T20_1	65.17662235843991	37.0	151.0	18.181818181818183	4943351.0
Phage_DP15_S2I_T20_2	61.40421657077402	37.0	151.0	18.181818181818183	4943351.0
Phage_DP15_S2M_T20_1	66.91850903097632	37.0	151.0	27.27272727272727	4390523.0
Phage_DP15_S2M_T20_2	63.71649607684656	37.0	151.0	27.27272727272727	4390523.0
Phage_DP15_S3I_T20_1	67.5821941317861	37.0	151.0	27.27272727272727	3761534.0
Phage_DP15_S3I_T20_2	64.2821973954238	37.0	151.0	27.27272727272727	3761534.0
Phage_DP15_S3M_T20_1	68.14078649850492	37.0	151.0	18.181818181818183	6171044.0
Phage_DP15_S3M_T20_2	64.8225652862269	37.0	151.0	18.181818181818183	6171044.0
Phage_Sisters_rep1_1	79.48665966179693	37.0	151.0	27.27272727272727	4769605.0
Phage_Sisters_rep1_2	77.8386945098228	37.0	151.0	27.27272727272727	4769605.0
Phage_Sisters_rep2_1	79.45672658566096	37.0	151.0	27.27272727272727	4340615.0
Phage_Sisters_rep2_2	77.5426456793148	37.0	151.0	27.27272727272727	4340615.0
Phage_Sisters_rep3_1	80.10805034057344	37.0	151.0	27.27272727272727	4684032.0
Phage_Sisters_rep3_2	77.95221466786074	37.0	151.0	27.27272727272727	4684032.0
Phage_Ump_rep1_1	92.73045489182752	41.0	151.0	27.27272727272727	3243066.0
Phage_Ump_rep1_2	90.26608733119318	41.0	151.0	27.27272727272727	3243066.0
Phage_Ump_rep2_1	92.05364114946542	41.0	151.0	27.27272727272727	2738648.0
Phage_Ump_rep2_2	89.18599790336438	41.0	151.0	27.27272727272727	2738648.0
Phage_Ump_rep3_1	93.72746749511998	41.0	151.0	27.27272727272727	4522745.0
Phage_Ump_rep3_2	91.14521279903809	41.0	151.0	27.27272727272727	4522745.0
S1I_T01_1	59.51685570095388	38.0	151.0	27.27272727272727	3645409.0
S1I_T01_2	59.10129987992939	37.0	151.0	27.27272727272727	3645409.0
S1I_T02_1	75.83238078884811	37.0	151.0	27.27272727272727	5235021.0
S1I_T02_2	73.42381605173412	37.0	151.0	27.27272727272727	5235021.0
S1I_T03_1	83.79747529900911	37.0	151.0	27.27272727272727	4694245.0
S1I_T03_2	80.8353556140971	37.0	151.0	27.27272727272727	4694245.0
S1I_T04_1	72.78855752371413	40.0	151.0	27.27272727272727	798393.0
S1I_T04_2	73.27045565595867	39.0	151.0	27.27272727272727	798393.0
S1I_T05_1	82.09041914699695	38.0	151.0	27.27272727272727	2315726.0
S1I_T05_2	81.7795747683464	38.0	151.0	27.27272727272727	2315726.0
S1I_T10_1	83.96124303461775	38.0	151.0	27.27272727272727	3056753.0
S1I_T10_2	83.30535230657374	37.0	151.0	27.27272727272727	3056753.0
S1I_T15_1	80.94717269663334	37.0	151.0	27.27272727272727	5647531.0
S1I_T15_2	78.09075640791129	37.0	151.0	27.27272727272727	5647531.0
S1I_T20_1	81.60296462666896	37.0	151.0	27.27272727272727	4810086.0
S1I_T20_2	78.59667107975108	37.0	151.0	27.27272727272727	4810086.0
S1M_T01_1	60.98031684557436	37.0	151.0	27.27272727272727	2411618.0
S1M_T01_2	61.086647579591535	37.0	151.0	27.27272727272727	2411618.0
S1M_T02_1	66.39452994309983	37.0	151.0	27.27272727272727	3562390.0
S1M_T02_2	64.47644223040808	37.0	151.0	27.27272727272727	3562390.0
S1M_T03_1	66.51058800071496	38.0	151.0	27.27272727272727	3137254.0
S1M_T03_2	64.27832731528434	37.0	151.0	27.27272727272727	3137254.0
S1M_T04_1	65.6154610224468	37.0	151.0	27.27272727272727	2597168.0
S1M_T04_2	65.03306308145068	37.0	151.0	27.27272727272727	2597168.0
S1M_T05_1	69.32958177323935	37.0	151.0	27.27272727272727	2759021.0
S1M_T05_2	66.14164952628434	37.0	151.0	27.27272727272727	2759021.0
S1M_T10_1	74.02226957036413	37.0	151.0	27.27272727272727	3007304.0
S1M_T10_2	73.07698528085427	37.0	151.0	27.27272727272727	3007304.0
S1M_T15_1	72.63834042112914	37.0	151.0	27.27272727272727	3730070.0
S1M_T15_2	69.79052773728606	37.0	151.0	27.27272727272727	3730070.0
S1M_T20_1	71.40593568241098	37.0	151.0	27.27272727272727	3486481.0
S1M_T20_2	69.26002268309821	37.0	151.0	27.27272727272727	3486481.0
S2I_T01_1	65.27604226091803	37.0	151.0	27.27272727272727	3753549.0
S2I_T01_2	62.22856234921765	37.0	151.0	27.27272727272727	3753549.0
S2I_T02_1	81.30973330648588	37.0	151.0	27.27272727272727	4713493.0
S2I_T02_2	77.49122188299995	37.0	151.0	27.27272727272727	4713493.0
S2I_T03_1	86.26362468305638	37.0	151.0	27.27272727272727	4213455.0
S2I_T03_2	82.55469973563783	37.0	151.0	27.27272727272727	4213455.0
S2I_T04_1	81.03540947822873	37.0	151.0	27.27272727272727	3617712.0
S2I_T04_2	78.69135646851863	37.0	151.0	27.27272727272727	3617712.0
S2I_T05_1	82.20873081061103	37.0	151.0	27.27272727272727	3875558.0
S2I_T05_2	77.97168161565885	37.0	151.0	27.27272727272727	3875558.0
S2I_T10_1	82.74543342234813	37.0	151.0	27.27272727272727	3456546.0
S2I_T10_2	80.26584896007827	37.0	151.0	27.27272727272727	3456546.0
S2I_T15_1	84.4855323863454	37.0	151.0	27.27272727272727	6041615.0
S2I_T15_2	80.79849780200261	37.0	151.0	27.27272727272727	6041615.0
S2I_T20_1	81.86997687868934	38.0	151.0	27.27272727272727	3701847.0
S2I_T20_2	80.35662033507452	37.0	151.0	27.27272727272727	3701847.0
S2M_T01_1	57.85971024145092	37.0	151.0	27.27272727272727	3031748.0
S2M_T01_2	59.53308963536832	37.0	151.0	27.27272727272727	3031748.0
S2M_T02_1	73.51526919650951	37.0	151.0	27.27272727272727	3777966.0
S2M_T02_2	71.10325714514208	37.0	151.0	27.27272727272727	3777966.0
S2M_T03_1	69.87490722606192	37.0	151.0	27.27272727272727	4008424.0
S2M_T03_2	67.2569064381727	37.0	151.0	27.27272727272727	4008424.0
S2M_T04_1	75.0851375470987	37.0	151.0	27.27272727272727	2921148.0
S2M_T04_2	73.81524362709015	37.0	151.0	27.27272727272727	2921148.0
S2M_T05_1	69.07064424636143	37.0	151.0	27.27272727272727	3726118.0
S2M_T05_2	61.57730200683144	37.0	151.0	27.27272727272727	3726118.0
S2M_T10_1	73.68197010235878	38.0	151.0	27.27272727272727	2867294.0
S2M_T10_2	72.79590725329484	37.0	151.0	27.27272727272727	2867294.0
S2M_T15_1	69.13967975766029	36.0	151.0	18.181818181818183	2633727.0
S2M_T15_2	40.58472822620447	37.0	151.0	9.090909090909092	2633727.0
S2M_T20_1	52.04762031954835	41.0	151.0	27.27272727272727	567979.0
S2M_T20_2	52.02178194462191	40.0	151.0	27.27272727272727	567979.0
S3I_T01_1	59.77900230614505	38.0	151.0	27.27272727272727	3813541.0
S3I_T01_2	58.95133916564903	37.0	151.0	27.27272727272727	3813541.0
S3I_T02_1	82.8282194001215	37.0	151.0	27.27272727272727	5084085.0
S3I_T02_2	80.44302652495597	37.0	151.0	27.27272727272727	5084085.0
S3I_T03_1	81.91506972451438	37.0	151.0	27.27272727272727	4529609.0
S3I_T03_2	79.40068867809215	37.0	151.0	27.27272727272727	4529609.0
S3I_T04_1	68.26808906629188	37.0	151.0	27.27272727272727	3683040.0
S3I_T04_2	67.35120785087312	37.0	151.0	27.27272727272727	3683040.0
S3I_T05_1	84.82201044006796	37.0	151.0	27.27272727272727	4347104.0
S3I_T05_2	81.70909398205626	37.0	151.0	27.27272727272727	4347104.0
S3I_T10_1	84.20252249854909	37.0	151.0	27.27272727272727	4460766.0
S3I_T10_2	82.28782500375313	37.0	151.0	27.27272727272727	4460766.0
S3I_T15_1	82.11899384923274	38.0	151.0	27.27272727272727	3263667.0
S3I_T15_2	81.09851461233006	37.0	151.0	27.27272727272727	3263667.0
S3I_T20_1	83.06588696336922	37.0	151.0	27.27272727272727	4817255.0
S3I_T20_2	80.71697512552825	37.0	151.0	27.27272727272727	4817255.0
S3M_T01_1	67.39430723296579	38.0	151.0	27.27272727272727	3717087.0
S3M_T01_2	66.14359151926638	37.0	151.0	27.27272727272727	3717087.0
S3M_T02_1	73.64676445182323	37.0	151.0	27.27272727272727	4697362.0
S3M_T02_2	70.32513900296703	37.0	151.0	27.27272727272727	4697362.0
S3M_T03_1	69.19245238565675	37.0	151.0	27.27272727272727	4482376.0
S3M_T03_2	65.61195413858779	37.0	151.0	27.27272727272727	4482376.0
S3M_T04_1	71.48534315789752	37.0	151.0	27.27272727272727	3147273.0
S3M_T04_2	69.6358567156802	37.0	151.0	27.27272727272727	3147273.0
S3M_T05_1	74.56260947109122	37.0	151.0	27.27272727272727	4686125.0
S3M_T05_2	71.0866500038221	37.0	151.0	27.27272727272727	4686125.0
S3M_T10_1	72.74485124811837	37.0	151.0	27.27272727272727	4430575.0
S3M_T10_2	70.23338451533692	37.0	151.0	27.27272727272727	4430575.0
S3M_T15_1	62.269538248979586	38.0	151.0	27.27272727272727	3061177.0
S3M_T15_2	61.06913352229355	38.0	151.0	27.27272727272727	3061177.0
S3M_T20_1	72.56275833684103	37.0	151.0	27.27272727272727	4407666.0
S3M_T20_2	69.52158436799685	37.0	151.0	27.27272727272727	4407666.0
